,batsman_name,batting_order,runs_scored,balls_faced,num_fours,num_sixes,num_dots,num_out,caught,not out,leg before wicket,bowled,hit wicket,run out,stumped,retired not out (hurt),num_innings,team,average,runs_per_inning,strike_rate,impact,prop_dot,balls_per_six,balls_per_boundary,prop_run_boundary,prop_run_six
629,Farveez Maharoof,7.0,15.0,10,0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sri Lanka,15.0,15.0,150.0,2250.0,20.0,10.0,10.0,40.0,40.0
630,Farveez Maharoof,8.0,10.0,17,0,0,10,3.0,0.333333333333,0.0,0.0,0.333333333333,0.0,0.333333333333,0.0,0.0,3,Sri Lanka,3.33333333333,3.33333333333,58.8235294118,196.078431373,58.8235294118,inf,inf,0.0,0.0
631,Fawad Ahmed,11.0,3.0,5,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Australia,3.0,3.0,60.0,180.0,40.0,inf,inf,0.0,0.0
632,Fawad Alam,4.0,23.0,33,0,0,17,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Pakistan,23.0,11.5,69.696969697,801.515151515,51.5151515152,inf,inf,0.0,0.0
633,Fawad Alam,5.0,14.0,14,2,0,6,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Pakistan,14.0,7.0,100.0,700.0,42.8571428571,inf,7.0,57.1428571429,0.0
634,Fawad Alam,6.0,66.0,57,2,1,12,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Pakistan,22.0,22.0,115.789473684,2547.36842105,21.0526315789,57.0,19.0,21.2121212121,9.09090909091
635,Fawad Alam,7.0,51.0,43,2,2,12,3.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6,Pakistan,17.0,8.5,118.604651163,1008.13953488,27.9069767442,21.5,10.75,39.2156862745,23.5294117647
636,Fawad Alam,8.0,17.0,15,1,1,6,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Pakistan,5.66666666667,5.66666666667,113.333333333,642.222222222,40.0,15.0,7.5,58.8235294118,35.2941176471
637,Fawad Alam,9.0,23.0,8,0,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pakistan,23.0,23.0,287.5,6612.5,12.5,2.66666666667,2.66666666667,78.2608695652,78.2608695652
638,Fayyaz Ahmed,6.0,11.0,12,2,0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,United Arab Emirates,11.0,11.0,91.6666666667,1008.33333333,66.6666666667,inf,6.0,72.7272727273,0.0
639,Fidel Edwards,9.0,1.0,2,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,West Indies,1.0,1.0,50.0,50.0,50.0,inf,inf,0.0,0.0
640,Fidel Edwards,11.0,9.0,7,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,West Indies,9.0,3.0,128.571428571,385.714285714,28.5714285714,inf,7.0,44.4444444444,0.0
641,Floyd Reifer,5.0,22.0,20,2,1,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,West Indies,22.0,22.0,110.0,2420.0,50.0,20.0,6.66666666667,63.6363636364,27.2727272727
642,Forster Mutizwa,3.0,0.0,3,0,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Zimbabwe,0.0,0.0,0.0,0.0,100.0,inf,inf,,
643,Forster Mutizwa,4.0,16.0,16,1,0,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,Zimbabwe,16.0,16.0,100.0,1600.0,31.25,inf,16.0,25.0,0.0
644,Forster Mutizwa,6.0,22.0,17,2,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Zimbabwe,22.0,22.0,129.411764706,2847.05882353,17.6470588235,inf,8.5,36.3636363636,0.0
645,Fraser Watts,1.0,69.0,66,10,2,37,4.0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,4,Scotland,17.25,17.25,104.545454545,1803.40909091,56.0606060606,33.0,5.5,75.3623188406,17.3913043478
646,Fraser Watts,3.0,0.0,4,0,0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Scotland,0.0,0.0,0.0,0.0,100.0,inf,inf,,
647,Fraser Watts,5.0,33.0,29,1,1,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,33.0,33.0,113.793103448,3755.17241379,31.0344827586,29.0,14.5,30.303030303,18.1818181818
648,Fraser Watts,6.0,35.0,31,2,0,8,3.0,0.666666666667,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,3,Scotland,11.6666666667,11.6666666667,112.903225806,1317.20430108,25.8064516129,inf,15.5,22.8571428571,0.0
649,Freddie Coleman,3.0,9.0,13,1,0,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,9.0,9.0,69.2307692308,623.076923077,61.5384615385,inf,13.0,44.4444444444,0.0
650,Gareth Batty,8.0,4.0,7,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,England,4.0,4.0,57.1428571429,228.571428571,42.8571428571,inf,inf,0.0,0.0
651,Gareth Hopkins,6.0,83.0,64,5,5,23,4.0,0.333333333333,0.333333333333,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,6,New Zealand,20.75,13.8333333333,129.6875,1794.01041667,35.9375,12.8,6.4,60.2409638554,36.1445783133
652,Gareth Hopkins,7.0,2.0,7,0,0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,New Zealand,2.0,2.0,28.5714285714,57.1428571429,71.4285714286,inf,inf,0.0,0.0
653,Gareth Hopkins,8.0,1.0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,New Zealand,1.0,1.0,100.0,100.0,0.0,inf,inf,0.0,0.0
654,Garey Mathurin,9.0,1.0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,West Indies,1.0,1.0,100.0,100.0,0.0,inf,inf,0.0,0.0
655,Garey Mathurin,10.0,3.0,4,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,West Indies,3.0,3.0,75.0,225.0,25.0,inf,inf,0.0,0.0
656,Garnett Kruger,10.0,3.0,5,0,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,3.0,3.0,60.0,180.0,60.0,inf,inf,0.0,0.0
657,Gary Kidd,10.0,1.0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ireland,1.0,1.0,100.0,100.0,0.0,inf,inf,0.0,0.0
658,Gary Wilson,2.0,37.0,56,3,1,39,4.0,0.666666666667,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,3,Ireland,9.25,12.3333333333,66.0714285714,814.880952381,69.6428571429,56.0,14.0,48.6486486486,16.2162162162
659,Gary Wilson,3.0,19.0,23,1,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Ireland,19.0,19.0,82.6086956522,1569.56521739,47.8260869565,inf,23.0,21.0526315789,0.0
660,Gary Wilson,4.0,302.0,319,29,2,141,13.0,0.533333333333,0.133333333333,0.0666666666667,0.2,0.0,0.0,0.0666666666667,0.0,15,Ireland,23.2307692308,20.1333333333,94.670846395,1906.03970742,44.2006269592,159.5,10.2903225806,42.3841059603,3.97350993377
661,Gary Wilson,5.0,126.0,152,14,0,79,10.0,0.444444444444,0.0,0.222222222222,0.222222222222,0.0,0.0,0.111111111111,0.0,9,Ireland,12.6,14.0,82.8947368421,1160.52631579,51.9736842105,inf,10.8571428571,44.4444444444,0.0
662,Gary Wilson,6.0,102.0,94,5,2,36,3.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.0,5,Ireland,34.0,20.4,108.510638298,2213.61702128,38.2978723404,47.0,13.4285714286,31.3725490196,11.7647058824
663,Gary Wilson,7.0,24.0,26,2,0,12,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Ireland,12.0,12.0,92.3076923077,1107.69230769,46.1538461538,inf,13.0,33.3333333333,0.0
664,Gautam Gambhir,1.0,818.0,731,94,9,303,29.0,0.65625,0.125,0.03125,0.125,0.0,0.0625,0.0,0.0,32,India,28.2068965517,25.5625,111.901504788,2860.48221614,41.4500683995,81.2222222222,7.09708737864,52.5672371638,6.60146699267
665,Gautam Gambhir,2.0,114.0,87,15,1,34,3.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,4,India,38.0,28.5,131.034482759,3734.48275862,39.0804597701,87.0,5.4375,57.8947368421,5.26315789474
666,Gavin Hamilton,1.0,8.0,16,1,0,12,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Scotland,4.0,4.0,50.0,200.0,75.0,inf,16.0,50.0,0.0
667,Gavin Hamilton,2.0,5.0,3,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,5.0,5.0,166.666666667,833.333333333,33.3333333333,inf,3.0,80.0,0.0
668,Gavin Hamilton,3.0,32.0,34,1,1,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Scotland,32.0,32.0,94.1176470588,3011.76470588,38.2352941176,34.0,17.0,31.25,18.75
669,Gavin Hamilton,4.0,2.0,5,0,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,2.0,2.0,40.0,80.0,60.0,inf,inf,0.0,0.0
670,Gavin Hamilton,5.0,44.0,54,3,0,23,5.0,0.666666666667,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,3,Scotland,8.8,14.6666666667,81.4814814815,1195.0617284,42.5925925926,inf,18.0,27.2727272727,0.0
671,Gayan Wijekoon,8.0,1.0,6,0,0,5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Sri Lanka,1.0,0.5,16.6666666667,8.33333333333,83.3333333333,inf,inf,0.0,0.0
672,Geoff Barnett,1.0,18.0,30,0,1,18,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Canada,9.0,18.0,60.0,1080.0,60.0,30.0,30.0,33.3333333333,33.3333333333
673,Geoff Barnett,2.0,13.0,16,2,0,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Canada,13.0,13.0,81.25,1056.25,56.25,inf,8.0,61.5384615385,0.0
674,Geoff Barnett,3.0,33.0,36,4,0,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Canada,33.0,33.0,91.6666666667,3025.0,55.5555555556,inf,9.0,48.4848484848,0.0
675,Geoff Barnett,4.0,66.0,49,9,0,18,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Canada,33.0,33.0,134.693877551,4444.89795918,36.7346938776,inf,5.44444444444,54.5454545455,0.0
676,George Bailey,3.0,24.0,18,2,1,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Australia,24.0,24.0,133.333333333,3200.0,33.3333333333,18.0,6.0,58.3333333333,25.0
677,George Bailey,4.0,195.0,152,17,5,53,8.0,0.666666666667,0.222222222222,0.111111111111,0.0,0.0,0.0,0.0,0.0,9,Australia,24.375,21.6666666667,128.289473684,2779.60526316,34.8684210526,30.4,6.90909090909,50.2564102564,15.3846153846
678,George Bailey,5.0,242.0,155,18,13,48,6.0,0.230769230769,0.538461538462,0.0769230769231,0.153846153846,0.0,0.0,0.0,0.0,13,Australia,40.3333333333,18.6153846154,156.129032258,2906.40198511,30.9677419355,11.9230769231,5.0,61.9834710744,32.2314049587
679,George Bailey,6.0,9.0,12,0,1,8,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2,Australia,4.5,4.5,75.0,337.5,66.6666666667,12.0,12.0,66.6666666667,66.6666666667
680,George Dockrell,8.0,15.0,11,1,0,1,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2,Ireland,7.5,7.5,136.363636364,1022.72727273,9.09090909091,inf,11.0,26.6666666667,0.0
681,George Dockrell,9.0,16.0,15,0,1,7,3.0,0.666666666667,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,3,Ireland,5.33333333333,5.33333333333,106.666666667,568.888888889,46.6666666667,15.0,15.0,37.5,37.5
682,George Dockrell,10.0,7.0,6,1,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ireland,7.0,7.0,116.666666667,816.666666667,33.3333333333,inf,6.0,57.1428571429,0.0
683,George Dockrell,11.0,2.0,10,0,0,8,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Ireland,2.0,1.0,20.0,20.0,80.0,inf,inf,0.0,0.0
684,George Munsey,1.0,97.0,70,16,2,34,5.0,0.428571428571,0.285714285714,0.142857142857,0.142857142857,0.0,0.0,0.0,0.0,7,Scotland,19.4,13.8571428571,138.571428571,1920.20408163,48.5714285714,35.0,3.88888888889,78.3505154639,12.3711340206
685,George Munsey,4.0,25.0,20,4,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,25.0,25.0,125.0,3125.0,35.0,inf,5.0,64.0,0.0
686,George O'Brien,6.0,0.0,2,0,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,Bermuda,0.0,0.0,0.0,0.0,100.0,inf,inf,,
687,George O'Brien,9.0,14.0,14,0,1,6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Bermuda,7.0,14.0,100.0,1400.0,42.8571428571,14.0,14.0,42.8571428571,42.8571428571
688,George Worker,3.0,90.0,65,6,5,28,3.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2,New Zealand,30.0,45.0,138.461538462,6230.76923077,43.0769230769,13.0,5.90909090909,60.0,33.3333333333
689,Geraint Jones,2.0,19.0,14,4,0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,England,19.0,19.0,135.714285714,2578.57142857,57.1428571429,inf,3.5,84.2105263158,0.0
690,Geraint Jones,6.0,14.0,11,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,England,14.0,14.0,127.272727273,1781.81818182,18.1818181818,inf,11.0,28.5714285714,0.0
691,Gihan Rupasinghe,5.0,15.0,21,1,0,11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,Sri Lanka,15.0,15.0,71.4285714286,1071.42857143,52.380952381,inf,21.0,26.6666666667,0.0
692,Gihan Rupasinghe,7.0,18.0,18,1,0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sri Lanka,18.0,18.0,100.0,1800.0,33.3333333333,inf,18.0,22.2222222222,0.0
693,Glenn Maxwell,3.0,84.0,64,8,4,31,5.0,0.666666666667,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,6,Australia,16.8,14.0,131.25,1837.5,48.4375,16.0,5.33333333333,66.6666666667,28.5714285714
694,Glenn Maxwell,4.0,190.0,116,21,10,42,9.0,0.666666666667,0.0,0.111111111111,0.111111111111,0.0,0.0,0.111111111111,0.0,9,Australia,21.1111111111,21.1111111111,163.793103448,3457.85440613,36.2068965517,11.6,3.74193548387,75.7894736842,31.5789473684
695,Glenn Maxwell,5.0,82.0,47,4,8,19,4.0,0.4,0.2,0.0,0.4,0.0,0.0,0.0,0.0,5,Australia,20.5,16.4,174.468085106,2861.27659574,40.4255319149,5.875,3.91666666667,78.0487804878,58.5365853659
696,Glenn Maxwell,6.0,31.0,21,2,1,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Australia,15.5,15.5,147.619047619,2288.0952381,23.8095238095,21.0,7.0,45.1612903226,19.3548387097
697,Glenn Maxwell,8.0,4.0,7,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Australia,4.0,4.0,57.1428571429,228.571428571,57.1428571429,inf,inf,0.0,0.0
698,Glenn McGrath,11.0,5.0,12,0,0,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Australia,5.0,5.0,41.6666666667,208.333333333,75.0,inf,inf,0.0,0.0
699,Glenn Rogers,10.0,9.0,10,0,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Scotland,9.0,4.5,90.0,405.0,40.0,inf,inf,0.0,0.0
700,Gordon Drummond,7.0,38.0,49,3,0,22,5.0,0.333333333333,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0,3,Scotland,7.6,12.6666666667,77.5510204082,982.31292517,44.8979591837,inf,16.3333333333,31.5789473684,0.0
701,Gordon Drummond,8.0,14.0,16,0,0,6,3.0,0.666666666667,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,3,Scotland,4.66666666667,4.66666666667,87.5,408.333333333,37.5,inf,inf,0.0,0.0
702,Gordon Drummond,9.0,1.0,2,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Scotland,1.0,1.0,50.0,50.0,50.0,inf,inf,0.0,0.0
703,Gordon Goudie,5.0,10.0,9,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,10.0,10.0,111.111111111,1111.11111111,22.2222222222,inf,9.0,40.0,0.0
704,Gordon Goudie,7.0,8.0,7,1,0,2,2.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.333333333333,0.0,0.0,3,Scotland,4.0,2.66666666667,114.285714286,304.761904762,28.5714285714,inf,7.0,50.0,0.0
705,Gordon Goudie,8.0,9.0,3,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,9.0,9.0,300.0,2700.0,0.0,3.0,3.0,66.6666666667,66.6666666667
706,Gordon Goudie,10.0,4.0,3,1,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,4.0,4.0,133.333333333,533.333333333,66.6666666667,inf,3.0,100.0,0.0
707,Graeme Cremer,7.0,32.0,46,2,0,25,3.0,0.333333333333,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,3,Zimbabwe,10.6666666667,10.6666666667,69.5652173913,742.028985507,54.347826087,inf,23.0,25.0,0.0
708,Graeme Cremer,8.0,17.0,24,0,0,11,3.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,4,Zimbabwe,5.66666666667,4.25,70.8333333333,301.041666667,45.8333333333,inf,inf,0.0,0.0
709,Graeme Cremer,9.0,5.0,9,0,0,4,3.0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,5,Zimbabwe,1.66666666667,1.0,55.5555555556,55.5555555556,44.4444444444,inf,inf,0.0,0.0
710,Graeme Cremer,10.0,3.0,4,0,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Zimbabwe,3.0,3.0,75.0,225.0,50.0,inf,inf,0.0,0.0
711,Graeme Smith,1.0,767.0,608,99,22,285,21.0,0.565217391304,0.0869565217391,0.0869565217391,0.173913043478,0.0,0.0,0.0869565217391,0.0,23,South Africa,36.5238095238,33.347826087,126.151315789,4206.87213959,46.875,27.6363636364,5.02479338843,68.8396349413,17.2099087353
712,Graeme Smith,2.0,179.0,157,23,2,72,10.0,0.777777777778,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,9,South Africa,17.9,19.8888888889,114.012738854,2267.58669498,45.8598726115,78.5,6.28,58.1005586592,6.70391061453
713,Graeme Smith,3.0,36.0,28,1,2,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,South Africa,36.0,36.0,128.571428571,4628.57142857,21.4285714286,14.0,9.33333333333,44.4444444444,33.3333333333
714,Graeme Swann,7.0,10.0,9,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,England,10.0,10.0,111.111111111,1111.11111111,11.1111111111,inf,inf,0.0,0.0
715,Graeme Swann,8.0,25.0,27,2,0,10,2.0,0.2,0.6,0.0,0.2,0.0,0.0,0.0,0.0,5,England,12.5,5.0,92.5925925926,462.962962963,37.037037037,inf,13.5,32.0,0.0
716,Graeme Swann,9.0,56.0,42,7,1,14,2.0,0.0,0.666666666667,0.0,0.166666666667,0.0,0.0,0.166666666667,0.0,6,England,28.0,9.33333333333,133.333333333,1244.44444444,33.3333333333,42.0,5.25,60.7142857143,10.7142857143
717,Graeme Swann,10.0,6.0,7,0,0,3,2.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,2,England,3.0,3.0,85.7142857143,257.142857143,42.8571428571,inf,inf,0.0,0.0
718,Grant Elliott,4.0,28.0,28,2,0,11,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2,New Zealand,14.0,14.0,100.0,1400.0,39.2857142857,inf,14.0,28.5714285714,0.0
719,Grant Elliott,5.0,46.0,51,3,1,23,4.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,4,New Zealand,11.5,11.5,90.1960784314,1037.25490196,45.0980392157,51.0,12.75,39.1304347826,13.0434782609
720,Grant Elliott,6.0,33.0,26,2,1,7,1.0,0.0,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0,3,New Zealand,33.0,11.0,126.923076923,1396.15384615,26.9230769231,26.0,8.66666666667,42.4242424242,18.1818181818
721,Greg Lamb,6.0,11.0,28,0,0,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Zimbabwe,11.0,11.0,39.2857142857,432.142857143,60.7142857143,inf,inf,0.0,0.0
722,Greg Lamb,7.0,21.0,27,1,0,11,1.0,0.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,3,Zimbabwe,21.0,7.0,77.7777777778,544.444444444,40.7407407407,inf,27.0,19.0476190476,0.0
723,Gregor Maiden,7.0,0.0,1,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,0.0,0.0,0.0,0.0,100.0,inf,inf,,
724,Gulam Bodi,5.0,8.0,28,0,0,20,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,South Africa,4.0,8.0,28.5714285714,228.571428571,71.4285714286,inf,inf,0.0,0.0
725,Gulbadin Naib,2.0,5.0,16,0,0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Afghanistan,5.0,5.0,31.25,156.25,68.75,inf,inf,0.0,0.0
726,Gulbadin Naib,3.0,77.0,55,10,1,23,2.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2,Afghanistan,38.5,38.5,140.0,5390.0,41.8181818182,55.0,5.0,59.7402597403,7.79220779221
727,Gulbadin Naib,5.0,15.0,10,1,1,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Afghanistan,15.0,15.0,150.0,2250.0,40.0,10.0,5.0,66.6666666667,40.0
728,Gulbadin Naib,6.0,117.0,76,6,8,24,2.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5,Afghanistan,58.5,23.4,153.947368421,3602.36842105,31.5789473684,9.5,5.42857142857,61.5384615385,41.0256410256
729,Gulbadin Naib,7.0,48.0,35,2,2,11,6.0,0.166666666667,0.333333333333,0.0,0.0,0.0,0.5,0.0,0.0,6,Afghanistan,8.0,8.0,137.142857143,1097.14285714,31.4285714286,17.5,8.75,41.6666666667,25.0
730,Gulbadin Naib,8.0,69.0,65,5,5,38,4.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,4,Afghanistan,17.25,17.25,106.153846154,1831.15384615,58.4615384615,13.0,6.5,72.4637681159,43.4782608696
731,Gyanendra Malla,1.0,12.0,6,3,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Nepal,12.0,12.0,200.0,2400.0,50.0,inf,2.0,100.0,0.0
732,Gyanendra Malla,2.0,24.0,22,4,0,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Nepal,24.0,24.0,109.090909091,2618.18181818,45.4545454545,inf,5.5,66.6666666667,0.0
733,Gyanendra Malla,3.0,120.0,112,15,2,56,6.0,0.571428571429,0.142857142857,0.285714285714,0.0,0.0,0.0,0.0,0.0,7,Nepal,20.0,17.1428571429,107.142857143,1836.73469388,50.0,56.0,6.58823529412,60.0,10.0
734,Gyanendra Malla,5.0,7.0,22,0,0,15,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Nepal,7.0,3.5,31.8181818182,111.363636364,68.1818181818,inf,inf,0.0,0.0
735,Hamid Hassan,9.0,18.0,14,2,0,5,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4,Afghanistan,9.0,4.5,128.571428571,578.571428571,35.7142857143,inf,7.0,44.4444444444,0.0
736,Hamid Hassan,10.0,29.0,28,1,2,12,1.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,4,Afghanistan,29.0,7.25,103.571428571,750.892857143,42.8571428571,14.0,9.33333333333,55.1724137931,41.3793103448
737,Hamilton Masakadza,1.0,637.0,568,64,20,271,23.0,0.615384615385,0.115384615385,0.0384615384615,0.192307692308,0.0,0.0384615384615,0.0,0.0,26,Zimbabwe,27.6956521739,24.5,112.147887324,2747.62323944,47.7112676056,28.4,6.7619047619,59.0266875981,18.8383045526
738,Hamilton Masakadza,2.0,526.0,423,43,25,182,10.0,0.5,0.166666666667,0.0,0.166666666667,0.0,0.166666666667,0.0,0.0,12,Zimbabwe,52.6,43.8333333333,124.349881797,5450.66981875,43.0260047281,16.92,6.22058823529,61.216730038,28.5171102662
739,Hamilton Masakadza,3.0,53.0,53,6,0,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Zimbabwe,53.0,53.0,100.0,5300.0,37.7358490566,inf,8.83333333333,45.2830188679,0.0
740,Hamilton Masakadza,5.0,15.0,19,1,0,8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Zimbabwe,7.5,7.5,78.9473684211,592.105263158,42.1052631579,inf,19.0,26.6666666667,0.0
741,Hamilton Masakadza,6.0,27.0,28,2,0,10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,Zimbabwe,27.0,27.0,96.4285714286,2603.57142857,35.7142857143,inf,14.0,29.6296296296,0.0
742,Hamilton Masakadza,7.0,27.0,24,1,0,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Zimbabwe,27.0,27.0,112.5,3037.5,29.1666666667,inf,24.0,14.8148148148,0.0
743,Hamish Marshall,3.0,3.0,3,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,New Zealand,3.0,3.0,100.0,300.0,33.3333333333,inf,inf,0.0,0.0
744,Hamish Marshall,7.0,9.0,11,0,0,5,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,New Zealand,4.5,4.5,81.8181818182,368.181818182,45.4545454545,inf,inf,0.0,0.0
745,Hamish Rutherford,1.0,94.0,62,10,5,27,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,New Zealand,23.5,23.5,151.612903226,3562.90322581,43.5483870968,12.4,4.13333333333,74.4680851064,31.914893617
746,Hamish Rutherford,2.0,57.0,44,2,4,16,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,New Zealand,28.5,28.5,129.545454545,3692.04545455,36.3636363636,11.0,7.33333333333,56.1403508772,42.1052631579
